VariableCode,RegionCode,YearCode,AggValue
rgdpna,ABW,1970,344.25830078125000000
rgdpna,ABW,1971,375.54614257812500000
rgdpna,ABW,1972,409.67758178710900000
rgdpna,ABW,1973,446.91104125976600000
rgdpna,ABW,1974,487.52847290039100000
rgdpna,ABW,1975,531.83740234375000000
rgdpna,ABW,1976,580.17333984375000000
rgdpna,ABW,1977,632.90228271484400000
rgdpna,ABW,1978,690.42346191406300000
rgdpna,ABW,1979,753.17242431640600000
rgdpna,ABW,1980,821.62438964843800000
rgdpna,ABW,1981,896.29754638671900000
rgdpna,ABW,1982,977.75732421875000000
rgdpna,ABW,1983,1066.62060546875000000
rgdpna,ABW,1984,1163.56018066406000000
rgdpna,ABW,1985,1269.31018066406000000
rgdpna,ABW,1986,1384.67114257813000000
rgdpna,ABW,1987,1607.30456542969000000
rgdpna,ABW,1988,1907.04504394531000000
rgdpna,ABW,1989,2138.36669921875000000
rgdpna,ABW,1990,2223.07592773438000000
rgdpna,ABW,1991,2400.09667968750000000
rgdpna,ABW,1992,2541.27880859375000000
rgdpna,ABW,1993,2726.98754882813000000
rgdpna,ABW,1994,2950.70703125000000000
rgdpna,ABW,1995,3024.67407226563000000
rgdpna,ABW,1996,3062.33374023438000000
rgdpna,ABW,1997,3301.63793945313000000
rgdpna,ABW,1998,3521.74560546875000000
rgdpna,ABW,1999,3562.40307617188000000
rgdpna,ABW,2000,3723.21215820313000000
rgdpna,ABW,2001,3612.76416015625000000
rgdpna,ABW,2002,3493.96704101563000000
rgdpna,ABW,2003,3563.91308593750000000
rgdpna,ABW,2004,3845.91723632813000000
rgdpna,ABW,2005,3892.54785156250000000
rgdpna,ABW,2006,3933.62719726563000000
rgdpna,ABW,2007,4013.56542968750000000
rgdpna,ABW,2008,4019.11669921875000000
rgdpna,ABW,2009,3563.91308593750000000
rgdpna,ABW,2010,3444.00561523438000000
rgdpna,ABW,2011,3566.13354492188000000
rgdpna,ABW,2012,3517.28222656250000000
rgdpna,ABW,2013,3664.94604492188000000
rgdpna,ABW,2014,3696.03320312500000000
rgdpna,ABW,2015,3679.37939453125000000
rgdpna,ABW,2016,3671.60742187500000000
rgdpna,ABW,2017,3720.45874023438000000
rgdpna,AGO,1970,48793.81640625000000000
rgdpna,AGO,1971,51721.44531250000000000
rgdpna,AGO,1972,51824.88671875000000000
rgdpna,AGO,1973,56022.70312500000000000
rgdpna,AGO,1974,57759.40625000000000000
rgdpna,AGO,1975,54871.43750000000000000
rgdpna,AGO,1976,52018.12109375000000000
rgdpna,AGO,1977,52434.26562500000000000
rgdpna,AGO,1978,49655.25000000000000000
rgdpna,AGO,1979,49804.21484375000000000
rgdpna,AGO,1980,50999.51562500000000000
rgdpna,AGO,1981,48755.53906250000000000
rgdpna,AGO,1982,48755.53906250000000000
rgdpna,AGO,1983,50803.26953125000000000
rgdpna,AGO,1984,53851.46875000000000000
rgdpna,AGO,1985,55736.26953125000000000
rgdpna,AGO,1986,57506.54687500000000000
rgdpna,AGO,1987,61532.21875000000000000
rgdpna,AGO,1988,64961.33593750000000000
rgdpna,AGO,1989,65213.04296875000000000
rgdpna,AGO,1990,64923.07812500000000000
rgdpna,AGO,1991,65566.70312500000000000
rgdpna,AGO,1992,61738.73046875000000000
rgdpna,AGO,1993,46931.67578125000000000
rgdpna,AGO,1994,47560.25781250000000000
rgdpna,AGO,1995,54694.29687500000000000
rgdpna,AGO,1996,62102.29687500000000000
rgdpna,AGO,1997,66619.78906250000000000
rgdpna,AGO,1998,69745.02343750000000000
rgdpna,AGO,1999,71266.50000000000000000
rgdpna,AGO,2000,73443.42968750000000000
rgdpna,AGO,2001,75749.54687500000000000
rgdpna,AGO,2002,86755.96093750000000000
rgdpna,AGO,2003,89349.82812500000000000
rgdpna,AGO,2004,99136.39843750000000000
rgdpna,AGO,2005,114035.79687500000000000
rgdpna,AGO,2006,127318.64062500000000000
rgdpna,AGO,2007,145155.14062500000000000
rgdpna,AGO,2008,161360.90625000000000000
rgdpna,AGO,2009,162746.26562500000000000
rgdpna,AGO,2010,170654.45312500000000000
rgdpna,AGO,2011,176579.54687500000000000
rgdpna,AGO,2012,191663.23437500000000000
rgdpna,AGO,2013,201159.35937500000000000
rgdpna,AGO,2014,210860.53125000000000000
rgdpna,AGO,2015,212850.15625000000000000
rgdpna,AGO,2016,207358.42187500000000000
rgdpna,AGO,2017,202174.45312500000000000
rgdpna,AIA,1970,36.79071807861330000
rgdpna,AIA,1971,35.87147903442380000
rgdpna,AIA,1972,40.01049041748050000
rgdpna,AIA,1973,41.68257522583010000
rgdpna,AIA,1974,41.59850692749020000
rgdpna,AIA,1975,43.02186965942380000
rgdpna,AIA,1976,43.68904876708980000
rgdpna,AIA,1977,43.77137756347660000
rgdpna,AIA,1978,47.03155136108400000
rgdpna,AIA,1979,51.50494766235350000
rgdpna,AIA,1980,54.01387405395510000
rgdpna,AIA,1981,56.02375411987300000
rgdpna,AIA,1982,55.39690399169920000
rgdpna,AIA,1983,55.44231033325200000
rgdpna,AIA,1984,57.90923690795900000
rgdpna,AIA,1985,65.35533142089840000
rgdpna,AIA,1986,73.68766021728520000
rgdpna,AIA,1987,81.52473449707030000
rgdpna,AIA,1988,94.21002960205080000
rgdpna,AIA,1989,102.21936798095700000
rgdpna,AIA,1990,128.28897094726600000
rgdpna,AIA,1991,104.98512268066400000
rgdpna,AIA,1992,135.12046813964800000
rgdpna,AIA,1993,145.15394592285200000
rgdpna,AIA,1994,156.77532958984400000
rgdpna,AIA,1995,153.13711547851600000
rgdpna,AIA,1996,156.97601318359400000
rgdpna,AIA,1997,173.75373840332000000
rgdpna,AIA,1998,191.66567993164100000
rgdpna,AIA,1999,198.73274230957000000
rgdpna,AIA,2000,201.26292419433600000
rgdpna,AIA,2001,206.12039184570300000
rgdpna,AIA,2002,198.27468872070300000
rgdpna,AIA,2003,209.47738647460900000
rgdpna,AIA,2004,239.07151794433600000
rgdpna,AIA,2005,270.46896362304700000
rgdpna,AIA,2006,325.32006835937500000
rgdpna,AIA,2007,368.70941162109400000
rgdpna,AIA,2008,363.35101318359400000
rgdpna,AIA,2009,296.46887207031300000
rgdpna,AIA,2010,283.26498413085900000
rgdpna,AIA,2011,294.84100341796900000
rgdpna,AIA,2012,276.10299682617200000
rgdpna,AIA,2013,274.28350830078100000
rgdpna,AIA,2014,288.18002319335900000
rgdpna,AIA,2015,297.24902343750000000
rgdpna,AIA,2016,293.27798461914100000
rgdpna,AIA,2017,270.56665039062500000
rgdpna,ALB,1970,8699.78125000000000000
rgdpna,ALB,1971,9047.84375000000000000
rgdpna,ALB,1972,9411.01660156250000000
rgdpna,ALB,1973,9789.14257812500000000
rgdpna,ALB,1974,10177.83398437500000000
rgdpna,ALB,1975,10590.36328125000000000
rgdpna,ALB,1976,11017.14648437500000000
rgdpna,ALB,1977,11439.00390625000000000
rgdpna,ALB,1978,11931.07324218750000000
rgdpna,ALB,1979,12403.55566406250000000
rgdpna,ALB,1980,12804.35156250000000000
rgdpna,ALB,1981,13540.03613281250000000
rgdpna,ALB,1982,13939.28515625000000000
rgdpna,ALB,1983,14093.30566406250000000
rgdpna,ALB,1984,13916.91308593750000000
rgdpna,ALB,1985,14164.72265625000000000
rgdpna,ALB,1986,14957.19628906250000000
rgdpna,ALB,1987,14839.31542968750000000
rgdpna,ALB,1988,14628.50488281250000000
rgdpna,ALB,1989,16068.03710937500000000
rgdpna,ALB,1990,14465.87988281250000000
rgdpna,ALB,1991,10415.12402343750000000
rgdpna,ALB,1992,9666.57714843750000000
rgdpna,ALB,1993,10590.64648437500000000
rgdpna,ALB,1994,11469.97265625000000000
rgdpna,ALB,1995,12998.04003906250000000
rgdpna,ALB,1996,14181.08789062500000000
rgdpna,ALB,1997,12644.16210937500000000
rgdpna,ALB,1998,13760.55957031250000000
rgdpna,ALB,1999,15534.39355468750000000
rgdpna,ALB,2000,16613.45703125000000000
rgdpna,ALB,2001,17991.25976562500000000
rgdpna,ALB,2002,18807.44531250000000000
rgdpna,ALB,2003,19847.24023437500000000
rgdpna,ALB,2004,20941.77539062500000000
rgdpna,ALB,2005,22099.11718750000000000
rgdpna,ALB,2006,23403.53515625000000000
rgdpna,ALB,2007,24803.82617187500000000
rgdpna,ALB,2008,26664.13671875000000000
rgdpna,ALB,2009,27558.52539062500000000
rgdpna,ALB,2010,28580.08007812500000000
rgdpna,ALB,2011,29307.56835937500000000
rgdpna,ALB,2012,29722.92382812500000000
rgdpna,ALB,2013,30020.74414062500000000
rgdpna,ALB,2014,30553.45703125000000000
rgdpna,ALB,2015,31231.36328125000000000
rgdpna,ALB,2016,32278.28906250000000000
rgdpna,ALB,2017,33518.21484375000000000
rgdpna,ARE,1970,56194.25000000000000000
rgdpna,ARE,1971,64341.80078125000000000
rgdpna,ARE,1972,73671.35937500000000000
rgdpna,ARE,1973,84354.03125000000000000
rgdpna,ARE,1974,96583.78906250000000000
rgdpna,ARE,1975,102598.65625000000000000
rgdpna,ARE,1976,118031.17968750000000000
rgdpna,ARE,1977,138616.29687500000000000
rgdpna,ARE,1978,135364.78125000000000000
rgdpna,ARE,1979,169053.23437500000000000
rgdpna,ARE,1980,213718.20312500000000000
rgdpna,ARE,1981,219791.18750000000000000
rgdpna,ARE,1982,201657.84375000000000000
rgdpna,ARE,1983,191519.96875000000000000
rgdpna,ARE,1984,199791.76562500000000000
rgdpna,ARE,1985,195018.60937500000000000
rgdpna,ARE,1986,158033.81250000000000000
rgdpna,ARE,1987,167924.40625000000000000
rgdpna,ARE,1988,163897.15625000000000000
rgdpna,ARE,1989,186075.48437500000000000
rgdpna,ARE,1990,219105.60937500000000000
rgdpna,ARE,1991,220990.14062500000000000
rgdpna,ARE,1992,228382.89062500000000000
rgdpna,ARE,1993,231263.01562500000000000
rgdpna,ARE,1994,251157.03125000000000000
rgdpna,ARE,1995,271798.21875000000000000
rgdpna,ARE,1996,287726.21875000000000000
rgdpna,ARE,1997,312617.06250000000000000
rgdpna,ARE,1998,317712.50000000000000000
rgdpna,ARE,1999,331644.53125000000000000
rgdpna,ARE,2000,372160.71875000000000000
rgdpna,ARE,2001,377280.37500000000000000
rgdpna,ARE,2002,386461.00000000000000000
rgdpna,ARE,2003,420471.81250000000000000
rgdpna,ARE,2004,460696.37500000000000000
rgdpna,ARE,2005,483063.81250000000000000
rgdpna,ARE,2006,530584.12500000000000000
rgdpna,ARE,2007,547480.00000000000000000
rgdpna,ARE,2008,564954.68750000000000000
rgdpna,ARE,2009,535334.50000000000000000
rgdpna,ARE,2010,544089.62500000000000000
rgdpna,ARE,2011,581796.50000000000000000
rgdpna,ARE,2012,607887.56250000000000000
rgdpna,ARE,2013,638606.12500000000000000
rgdpna,ARE,2014,666696.93750000000000000
rgdpna,ARE,2015,700462.87500000000000000
rgdpna,ARE,2016,721395.75000000000000000
rgdpna,ARE,2017,727097.93750000000000000
rgdpna,ARG,1950,139302.68750000000000000
rgdpna,ARG,1951,147530.14062500000000000
rgdpna,ARG,1952,138743.03125000000000000
rgdpna,ARG,1953,144597.78125000000000000
rgdpna,ARG,1954,149305.96875000000000000
rgdpna,ARG,1955,159734.73437500000000000
rgdpna,ARG,1956,163947.35937500000000000
rgdpna,ARG,1957,170247.81250000000000000
rgdpna,ARG,1958,181491.76562500000000000
rgdpna,ARG,1959,172702.23437500000000000
rgdpna,ARG,1960,191467.10937500000000000
rgdpna,ARG,1961,197697.45312500000000000
rgdpna,ARG,1962,198962.32812500000000000
rgdpna,ARG,1963,191656.42187500000000000
rgdpna,ARG,1964,206552.39062500000000000
rgdpna,ARG,1965,225553.03125000000000000
rgdpna,ARG,1966,226085.39062500000000000
rgdpna,ARG,1967,232386.92187500000000000
rgdpna,ARG,1968,244390.70312500000000000
rgdpna,ARG,1969,266791.25000000000000000
rgdpna,ARG,1970,275319.78125000000000000
rgdpna,ARG,1971,285675.00000000000000000
rgdpna,ARG,1972,291610.46875000000000000
rgdpna,ARG,1973,302528.78125000000000000
rgdpna,ARG,1974,318883.21875000000000000
rgdpna,ARG,1975,316992.09375000000000000
rgdpna,ARG,1976,316956.68750000000000000
rgdpna,ARG,1977,337192.56250000000000000
rgdpna,ARG,1978,326330.90625000000000000
rgdpna,ARG,1979,349229.96875000000000000
rgdpna,ARG,1980,354304.87500000000000000
rgdpna,ARG,1981,335112.34375000000000000
rgdpna,ARG,1982,324518.62500000000000000
rgdpna,ARG,1983,337863.96875000000000000
rgdpna,ARG,1984,344639.81250000000000000
rgdpna,ARG,1985,320666.37500000000000000
rgdpna,ARG,1986,343573.56250000000000000
rgdpna,ARG,1987,352275.53125000000000000
rgdpna,ARG,1988,345396.50000000000000000
rgdpna,ARG,1989,321182.28125000000000000
rgdpna,ARG,1990,316882.90625000000000000
rgdpna,ARG,1991,350143.03125000000000000
rgdpna,ARG,1992,386223.59375000000000000
rgdpna,ARG,1993,410369.03125000000000000
rgdpna,ARG,1994,434319.15625000000000000
rgdpna,ARG,1995,421961.65625000000000000
rgdpna,ARG,1996,445282.09375000000000000
rgdpna,ARG,1997,481399.18750000000000000
rgdpna,ARG,1998,499933.93750000000000000
rgdpna,ARG,1999,483008.87500000000000000
rgdpna,ARG,2000,479198.00000000000000000
rgdpna,ARG,2001,458070.93750000000000000
rgdpna,ARG,2002,408166.43750000000000000
rgdpna,ARG,2003,444236.34375000000000000
rgdpna,ARG,2004,484348.90625000000000000
rgdpna,ARG,2005,527221.81250000000000000
rgdpna,ARG,2006,569648.18750000000000000
rgdpna,ARG,2007,620960.12500000000000000
rgdpna,ARG,2008,646153.87500000000000000
rgdpna,ARG,2009,607911.12500000000000000
rgdpna,ARG,2010,669464.56250000000000000
rgdpna,ARG,2011,709658.87500000000000000
rgdpna,ARG,2012,702374.81250000000000000
rgdpna,ARG,2013,719269.18750000000000000
rgdpna,ARG,2014,701196.68750000000000000
rgdpna,ARG,2015,720347.50000000000000000
rgdpna,ARG,2016,707218.87500000000000000
rgdpna,ARG,2017,727473.06250000000000000
rgdpna,ARM,1990,16941.77929687500000000
rgdpna,ARM,1991,14963.18945312500000000
rgdpna,ARM,1992,8715.10253906250000000
rgdpna,ARM,1993,7947.22949218750000000
rgdpna,ARM,1994,8370.59277343750000000
rgdpna,ARM,1995,8947.42578125000000000
rgdpna,ARM,1996,9475.33203125000000000
rgdpna,ARM,1997,9790.00781250000000000
rgdpna,ARM,1998,10508.61621093750000000
rgdpna,ARM,1999,10850.69531250000000000
rgdpna,ARM,2000,11490.41210937500000000
rgdpna,ARM,2001,12588.51757812500000000
rgdpna,ARM,2002,14483.13769531250000000
rgdpna,ARM,2003,16516.68750000000000000
rgdpna,ARM,2004,18245.62695312500000000
rgdpna,ARM,2005,20775.52148437500000000
rgdpna,ARM,2006,23517.47070312500000000
rgdpna,ARM,2007,26750.93554687500000000
rgdpna,ARM,2008,28609.50390625000000000
rgdpna,ARM,2009,24561.26562500000000000
rgdpna,ARM,2010,25105.31835937500000000
rgdpna,ARM,2011,26272.90820312500000000
rgdpna,ARM,2012,28155.42773437500000000
rgdpna,ARM,2013,29072.66015625000000000
rgdpna,ARM,2014,30131.52539062500000000
rgdpna,ARM,2015,31106.44335937500000000
rgdpna,ARM,2016,31159.89648437500000000
rgdpna,ARM,2017,33493.53125000000000000
rgdpna,ATG,1970,399.10864257812500000
rgdpna,ATG,1971,428.94851684570300000
rgdpna,ATG,1972,460.65341186523400000
rgdpna,ATG,1973,499.81826782226600000
rgdpna,ATG,1974,516.82995605468800000
rgdpna,ATG,1975,488.47717285156300000
rgdpna,ATG,1976,444.73297119140600000
rgdpna,ATG,1977,477.13607788085900000
rgdpna,ATG,1978,493.97265625000000000
rgdpna,ATG,1979,547.18823242187500000
rgdpna,ATG,1980,583.86785888671900000
rgdpna,ATG,1981,612.73052978515600000
rgdpna,ATG,1982,615.13574218750000000
rgdpna,ATG,1983,657.22717285156300000
rgdpna,ATG,1984,706.23358154296900000
rgdpna,ATG,1985,760.95239257812500000
rgdpna,ATG,1986,824.99145507812500000
rgdpna,ATG,1987,896.84747314453100000
rgdpna,ATG,1988,964.79504394531300000
rgdpna,ATG,1989,1015.46868896484000000
rgdpna,ATG,1990,1046.05102539063000000
rgdpna,ATG,1991,1068.82226562500000000
rgdpna,ATG,1992,1081.20275878906000000
rgdpna,ATG,1993,1138.29101562500000000
rgdpna,ATG,1994,1214.28552246094000000
rgdpna,ATG,1995,1161.34887695313000000
rgdpna,ATG,1996,1238.05383300781000000
rgdpna,ATG,1997,1305.78930664063000000
rgdpna,ATG,1998,1367.57031250000000000
rgdpna,ATG,1999,1418.27844238281000000
rgdpna,ATG,2000,1513.18591308594000000
rgdpna,ATG,2001,1438.22155761719000000
rgdpna,ATG,2002,1452.95043945313000000
rgdpna,ATG,2003,1540.96875000000000000
rgdpna,ATG,2004,1629.36584472656000000
rgdpna,ATG,2005,1733.84741210938000000
rgdpna,ATG,2006,1954.54028320313000000
rgdpna,ATG,2007,2135.51953125000000000
rgdpna,ATG,2008,2134.87597656250000000
rgdpna,ATG,2009,1876.39501953125000000
rgdpna,ATG,2010,1741.29406738281000000
rgdpna,ATG,2011,1705.09045410156000000
rgdpna,ATG,2012,1764.88122558594000000
rgdpna,ATG,2013,1763.04821777344000000
rgdpna,ATG,2014,1845.17321777344000000
rgdpna,ATG,2015,1919.45507812500000000
rgdpna,ATG,2016,2026.74755859375000000
rgdpna,ATG,2017,2088.21093750000000000
rgdpna,AUS,1950,119510.38281250000000000
rgdpna,AUS,1951,122550.04687500000000000
rgdpna,AUS,1952,117533.78906250000000000
rgdpna,AUS,1953,130284.54687500000000000
rgdpna,AUS,1954,140700.17187500000000000
rgdpna,AUS,1955,146249.93750000000000000
rgdpna,AUS,1956,146585.62500000000000000
rgdpna,AUS,1957,149796.32812500000000000
rgdpna,AUS,1958,159957.34375000000000000
rgdpna,AUS,1959,169755.73437500000000000
rgdpna,AUS,1960,173703.54687500000000000
rgdpna,AUS,1961,176072.23437500000000000
rgdpna,AUS,1962,187126.09375000000000000
rgdpna,AUS,1963,199759.07812500000000000
rgdpna,AUS,1964,212392.06250000000000000
rgdpna,AUS,1965,217129.42187500000000000
rgdpna,AUS,1966,230551.96875000000000000
rgdpna,AUS,1967,242395.39062500000000000
rgdpna,AUS,1968,259765.75000000000000000
rgdpna,AUS,1969,278715.21875000000000000
rgdpna,AUS,1970,289769.09375000000000000
rgdpna,AUS,1971,301101.31250000000000000
rgdpna,AUS,1972,308921.40625000000000000
rgdpna,AUS,1973,321587.62500000000000000
rgdpna,AUS,1974,325876.06250000000000000
rgdpna,AUS,1975,334306.90625000000000000
rgdpna,AUS,1976,346368.65625000000000000
rgdpna,AUS,1977,349477.56250000000000000
rgdpna,AUS,1978,363644.75000000000000000
rgdpna,AUS,1979,374740.06250000000000000
rgdpna,AUS,1980,387319.62500000000000000
rgdpna,AUS,1981,400192.65625000000000000
rgdpna,AUS,1982,391253.78125000000000000
rgdpna,AUS,1983,409371.21875000000000000
rgdpna,AUS,1984,430860.96875000000000000
rgdpna,AUS,1985,447805.12500000000000000
rgdpna,AUS,1986,458786.56250000000000000
rgdpna,AUS,1987,484363.53125000000000000
rgdpna,AUS,1988,503555.00000000000000000
rgdpna,AUS,1989,524450.06250000000000000
rgdpna,AUS,1990,523807.90625000000000000
rgdpna,AUS,1991,525471.68750000000000000
rgdpna,AUS,1992,547202.56250000000000000
rgdpna,AUS,1993,569298.18750000000000000
rgdpna,AUS,1994,590548.25000000000000000
rgdpna,AUS,1995,613845.06250000000000000
rgdpna,AUS,1996,638192.75000000000000000
rgdpna,AUS,1997,667401.18750000000000000
rgdpna,AUS,1998,700891.81250000000000000
rgdpna,AUS,1999,728529.31250000000000000
rgdpna,AUS,2000,742612.50000000000000000
rgdpna,AUS,2001,772339.50000000000000000
rgdpna,AUS,2002,795399.56250000000000000
rgdpna,AUS,2003,827224.31250000000000000
rgdpna,AUS,2004,853615.37500000000000000
rgdpna,AUS,2005,877808.87500000000000000
rgdpna,AUS,2006,910966.56250000000000000
rgdpna,AUS,2007,944287.62500000000000000
rgdpna,AUS,2008,962443.68750000000000000
rgdpna,AUS,2009,982202.12500000000000000
rgdpna,AUS,2010,1006276.87500000000000000
rgdpna,AUS,2011,1045440.62500000000000000
rgdpna,AUS,2012,1073034.87500000000000000
rgdpna,AUS,2013,1100486.62500000000000000
rgdpna,AUS,2014,1126360.62500000000000000
rgdpna,AUS,2015,1158206.37500000000000000
rgdpna,AUS,2016,1180879.12500000000000000
rgdpna,AUS,2017,1215688.00000000000000000
rgdpna,AUT,1950,47146.58203125000000000
rgdpna,AUT,1951,50067.85156250000000000
rgdpna,AUT,1952,49873.03515625000000000
rgdpna,AUT,1953,51511.50390625000000000
rgdpna,AUT,1954,55762.51953125000000000
rgdpna,AUT,1955,62147.54296875000000000
rgdpna,AUT,1956,65978.55468750000000000
rgdpna,AUT,1957,69809.57031250000000000
rgdpna,AUT,1958,72363.57812500000000000
rgdpna,AUT,1959,74491.91406250000000000
rgdpna,AUT,1960,81302.60937500000000000
rgdpna,AUT,1961,85559.28125000000000000
rgdpna,AUT,1962,87261.96093750000000000
rgdpna,AUT,1963,91092.96875000000000000
rgdpna,AUT,1964,96626.65625000000000000
rgdpna,AUT,1965,99180.66406250000000000
rgdpna,AUT,1966,104714.35156250000000000
rgdpna,AUT,1967,108119.70312500000000000
rgdpna,AUT,1968,112802.03906250000000000
rgdpna,AUT,1969,120038.39843750000000000
rgdpna,AUT,1970,128551.75781250000000000
rgdpna,AUT,1971,135127.14062500000000000
rgdpna,AUT,1972,143515.64062500000000000
rgdpna,AUT,1973,150534.18750000000000000
rgdpna,AUT,1974,156468.45312500000000000
rgdpna,AUT,1975,155899.31250000000000000
rgdpna,AUT,1976,163037.07812500000000000
rgdpna,AUT,1977,171319.32812500000000000
rgdpna,AUT,1978,170958.45312500000000000
rgdpna,AUT,1979,180116.17187500000000000
rgdpna,AUT,1980,183234.85937500000000000
rgdpna,AUT,1981,182970.46875000000000000
rgdpna,AUT,1982,186650.46875000000000000
rgdpna,AUT,1983,192199.75000000000000000
rgdpna,AUT,1984,192298.29687500000000000
rgdpna,AUT,1985,197103.21875000000000000
rgdpna,AUT,1986,201639.32812500000000000
rgdpna,AUT,1987,204375.92187500000000000
rgdpna,AUT,1988,211111.90625000000000000
rgdpna,AUT,1989,219317.98437500000000000
rgdpna,AUT,1990,228848.75000000000000000
rgdpna,AUT,1991,236724.87500000000000000
rgdpna,AUT,1992,241680.76562500000000000
rgdpna,AUT,1993,242953.96875000000000000
rgdpna,AUT,1994,248790.01562500000000000
rgdpna,AUT,1995,255427.68750000000000000
rgdpna,AUT,1996,261429.04687500000000000
rgdpna,AUT,1997,266902.31250000000000000
rgdpna,AUT,1998,276461.25000000000000000
rgdpna,AUT,1999,286293.12500000000000000
rgdpna,AUT,2000,295957.56250000000000000
rgdpna,AUT,2001,299707.87500000000000000
rgdpna,AUT,2002,304657.68750000000000000
rgdpna,AUT,2003,307525.96875000000000000
rgdpna,AUT,2004,315937.15625000000000000
rgdpna,AUT,2005,323027.00000000000000000
rgdpna,AUT,2006,334184.46875000000000000
rgdpna,AUT,2007,346640.93750000000000000
rgdpna,AUT,2008,351703.34375000000000000
rgdpna,AUT,2009,338463.18750000000000000
rgdpna,AUT,2010,344681.09375000000000000
rgdpna,AUT,2011,354755.40625000000000000
rgdpna,AUT,2012,357169.34375000000000000
rgdpna,AUT,2013,357260.43750000000000000
rgdpna,AUT,2014,359622.90625000000000000
rgdpna,AUT,2015,363733.31250000000000000
rgdpna,AUT,2016,371151.93750000000000000
rgdpna,AUT,2017,380619.56250000000000000
rgdpna,AZE,1990,65042.91015625000000000
rgdpna,AZE,1991,64587.61328125000000000
rgdpna,AZE,1992,49990.81250000000000000
rgdpna,AZE,1993,38442.75781250000000000
rgdpna,AZE,1994,30886.92968750000000000
rgdpna,AZE,1995,27237.25390625000000000
rgdpna,AZE,1996,27579.09179687500000000
rgdpna,AZE,1997,29180.36328125000000000
rgdpna,AZE,1998,32088.53125000000000000
rgdpna,AZE,1999,34461.91015625000000000
rgdpna,AZE,2000,38285.23046875000000000
rgdpna,AZE,2001,42076.34375000000000000
rgdpna,AZE,2002,46047.89453125000000000
rgdpna,AZE,2003,50748.60156250000000000
rgdpna,AZE,2004,55444.77734375000000000
rgdpna,AZE,2005,70946.85937500000000000
rgdpna,AZE,2006,95401.07031250000000000
rgdpna,AZE,2007,119693.25000000000000000
rgdpna,AZE,2008,132370.48437500000000000
rgdpna,AZE,2009,144772.93750000000000000
rgdpna,AZE,2010,151705.87500000000000000
rgdpna,AZE,2011,149319.54687500000000000
rgdpna,AZE,2012,152608.96875000000000000
rgdpna,AZE,2013,161526.54687500000000000
rgdpna,AZE,2014,166045.39062500000000000
rgdpna,AZE,2015,167788.10937500000000000
rgdpna,AZE,2016,162647.18750000000000000
rgdpna,AZE,2017,162821.12500000000000000
rgdpna,BDI,1960,1865.63000488281000000
rgdpna,BDI,1961,1599.66906738281000000
rgdpna,BDI,1962,1735.05358886719000000
rgdpna,BDI,1963,1838.33557128906000000
rgdpna,BDI,1964,1958.42370605469000000
rgdpna,BDI,1965,2054.15527343750000000
rgdpna,BDI,1966,2137.17089843750000000
rgdpna,BDI,1967,2440.25683593750000000
rgdpna,BDI,1968,2432.53540039063000000
rgdpna,BDI,1969,2388.31054687500000000
rgdpna,BDI,1970,2940.84082031250000000
rgdpna,BDI,1971,3036.35961914063000000
rgdpna,BDI,1972,2854.74877929688000000
rgdpna,BDI,1973,3051.77294921875000000
rgdpna,BDI,1974,3035.60009765625000000
rgdpna,BDI,1975,3036.22558593750000000
rgdpna,BDI,1976,3351.91064453125000000
rgdpna,BDI,1977,3655.22045898438000000
rgdpna,BDI,1978,3833.25708007813000000
rgdpna,BDI,1979,3895.67016601563000000
rgdpna,BDI,1980,3824.63427734375000000
rgdpna,BDI,1981,4242.00390625000000000
rgdpna,BDI,1982,4223.73095703125000000
rgdpna,BDI,1983,4355.03564453125000000
rgdpna,BDI,1984,4350.70214843750000000
rgdpna,BDI,1985,4859.12255859375000000
rgdpna,BDI,1986,5044.70898437500000000
rgdpna,BDI,1987,5251.24951171875000000
rgdpna,BDI,1988,5508.16503906250000000
rgdpna,BDI,1989,5589.87207031250000000
rgdpna,BDI,1990,5785.50732421875000000
rgdpna,BDI,1991,6094.07763671875000000
rgdpna,BDI,1992,6204.11962890625000000
rgdpna,BDI,1993,5768.06347656250000000
rgdpna,BDI,1994,5590.14306640625000000
rgdpna,BDI,1995,5197.65185546875000000
rgdpna,BDI,1996,4750.25244140625000000
rgdpna,BDI,1997,4768.28369140625000000
rgdpna,BDI,1998,4982.35791015625000000
rgdpna,BDI,1999,4932.55615234375000000
rgdpna,BDI,2000,4888.13281250000000000
rgdpna,BDI,2001,4990.80859375000000000
rgdpna,BDI,2002,5215.36718750000000000
rgdpna,BDI,2003,5152.77636718750000000
rgdpna,BDI,2004,5368.62939453125000000
rgdpna,BDI,2005,5417.48388671875000000
rgdpna,BDI,2006,5710.81298828125000000
rgdpna,BDI,2007,5905.91064453125000000
rgdpna,BDI,2008,6195.32324218750000000
rgdpna,BDI,2009,6429.95703125000000000
rgdpna,BDI,2010,6757.37500000000000000
rgdpna,BDI,2011,7030.06933593750000000
rgdpna,BDI,2012,7341.04052734375000000
rgdpna,BDI,2013,7700.67041015625000000
rgdpna,BDI,2014,8026.83544921875000000
rgdpna,BDI,2015,7994.15332031250000000
rgdpna,BDI,2016,8221.10449218750000000
rgdpna,BDI,2017,8221.22656250000000000
rgdpna,BEL,1950,76034.60156250000000000
rgdpna,BEL,1951,78894.80468750000000000
rgdpna,BEL,1952,80814.38281250000000000
rgdpna,BEL,1953,83483.53125000000000000
